time_ms,ax,ay,az,gx,gy,gz
147321.0,-0.0886,1.5203,10.556,-0.2384,0.2187,0.1548
147331.0,0.012,1.2258,10.5393,-0.249,0.1889,0.1612
147341.0,-0.0287,0.826,10.4866,-0.2692,0.1426,0.1485
147351.0,-0.158,0.6488,10.4866,-0.2384,0.1453,0.1165
147361.0,-0.2921,0.6416,10.5656,-0.1948,0.1447,0.0761
147371.0,-0.2514,0.6009,10.4507,-0.2027,0.0761,0.033
147381.0,-0.316,0.6009,10.4004,-0.1607,0.0633,-0.0016
147391.0,-0.1365,0.4741,10.2424,-0.0718,0.0905,-0.0218
147401.0,0.1772,0.4118,10.2161,-0.0005,0.1038,-0.0585
147411.0,0.1939,0.6823,10.0916,0.0612,0.1474,-0.107
147421.0,-0.0168,1.0247,10.4363,0.0745,0.1932,-0.1426
147431.0,-0.2298,1.3096,10.8888,0.0968,0.1942,-0.1527
147441.0,-0.2634,1.4772,11.1618,0.1894,0.1751,-0.1298
147451.0,-0.182,1.3815,11.1163,0.3124,0.1607,-0.0862
147461.0,-0.0431,1.2474,10.9463,0.4081,0.1485,-0.0553
147471.0,0.1173,1.1612,10.477,0.4129,0.1421,-0.0537
147481.0,0.1173,1.1205,10.4962,0.2927,0.1479,-0.0841
147491.0,0.091,1.3551,10.6015,0.1761,0.1793,-0.125
147501.0,-0.2274,1.7478,10.7643,0.067,0.1979,-0.1543
147511.0,-0.4573,1.8842,10.7763,-0.0388,0.1846,-0.1538
147521.0,-0.4788,1.6975,10.9176,-0.1336,0.1671,-0.1368
147531.0,-0.395,1.4413,11.2025,-0.1469,0.1719,-0.1235
147541.0,-0.3926,1.3575,11.4898,0.0005,0.2363,-0.0979
147551.0,-0.2298,1.2977,11.8178,0.2565,0.3299,-0.058
147561.0,-0.2251,1.3384,12.1985,0.531,0.4539,-0.0176
147571.0,-0.2753,1.482,12.5384,0.737,0.5747,0.0069
147581.0,-0.2993,1.664,12.9191,0.7412,0.613,-0.0085
