time_ms,ax,ay,az,gx,gy,gz
2150381.0,0.7398,-0.3208,11.0564,-0.2964,-0.1368,0.025
2150391.0,0.8882,-0.4836,10.8433,-0.2943,-0.1953,-0.0197
2150401.0,1.0319,-0.5674,10.5393,-0.2953,-0.2506,-0.075
2150411.0,1.0846,-0.5052,10.2065,-0.2905,-0.2857,-0.1373
2150421.0,1.1301,-0.2777,9.8641,-0.2708,-0.2868,-0.1942
2150431.0,1.1013,-0.0263,9.5146,-0.2533,-0.2554,-0.2405
2150441.0,1.0223,0.2562,9.3829,-0.2453,-0.2033,-0.2666
2150451.0,0.9864,0.4764,9.4236,-0.2304,-0.1346,-0.2698
2150461.0,0.9697,0.5626,9.5648,-0.1916,-0.0601,-0.2512
2150471.0,0.9912,0.5387,9.7492,-0.1474,-0.0059,-0.2246
2150481.0,1.0127,0.5387,9.9527,-0.0963,0.0298,-0.2017
2150491.0,1.0199,0.6153,9.9766,-0.0383,0.0607,-0.1815
2150501.0,0.8978,0.747,10.0269,-0.0085,0.0782,-0.1618
2150511.0,0.8428,0.8475,10.1394,0.0,0.0974,-0.1373
2150521.0,0.7949,0.8571,10.343,0.0053,0.1107,-0.1064
2150541.0,0.8595,0.8356,10.4459,-0.0053,0.0772,-0.0559
2150551.0,0.9242,0.7973,10.3094,-0.0271,0.0729,-0.041
2150561.0,0.9577,0.7039,10.2256,-0.0841,0.0681,-0.0399
2150571.0,0.9529,0.6225,10.2759,-0.1554,0.0623,-0.05
2150581.0,0.905,0.5315,10.319,-0.2086,0.0692,-0.0612
2150591.0,0.7997,0.4501,10.501,-0.2357,0.0782,-0.0692
2150601.0,0.6871,0.4717,10.5632,-0.2214,0.0915,-0.0686
2150611.0,0.6393,0.5052,10.5728,-0.1873,0.1133,-0.0548
2150621.0,0.6081,0.4549,10.7476,-0.1458,0.1474,-0.0303
2150631.0,0.5698,0.3184,10.9942,-0.0867,0.191,-0.0032
2150641.0,0.5962,0.1796,11.0732,-0.0239,0.2118,0.016
2150651.0,0.5363,0.0934,11.248,0.0367,0.2352,0.0192
2150661.0,0.4717,0.2035,11.3461,0.0569,0.2405,0.0011
2150671.0,0.4501,0.4238,11.4826,-0.0144,0.2059,-0.0341
2150681.0,0.3687,0.5938,11.825,-0.1336,0.1628,-0.0654
2150691.0,0.3089,0.6512,12.1937,-0.2379,0.1133,-0.0761
2150701.0,0.2586,0.589,12.6127,-0.2937,0.041,-0.0702
2150711.0,0.2586,0.498,12.7707,-0.2804,-0.0383,-0.0516
2150721.0,0.2777,0.431,12.6462,-0.2219,-0.0947,-0.0282
2150731.0,0.237,0.4094,12.651,-0.1862,-0.1405,-0.0149
2150741.0,0.1437,0.4262,12.6845,-0.1554,-0.1761,0.0027
2150751.0,0.1413,0.4477,12.6079,-0.1219,-0.2214,0.0277
2150761.0,0.1508,0.3926,12.4977,-0.1059,-0.2692,0.0559
2150771.0,0.2442,0.2825,12.4618,-0.0814,-0.2873,0.083
2150781.0,0.2969,0.1269,12.4211,-0.0516,-0.2831,0.0958
2150791.0,0.3759,0.0694,12.5672,-0.0234,-0.2623,0.0926
2150801.0,0.1652,0.1724,13.0292,0.0261,-0.2112,0.0841
2150811.0,-0.1437,0.3998,13.8313,0.1038,-0.1575,0.0899
2150821.0,-0.8164,0.7829,15.0284,0.2714,-0.0862,0.1431
2150831.0,-1.6688,1.2498,16.4099,0.5193,-0.0559,0.2634
2150851.0,-2.241,1.5897,18.263,1.1547,-0.1399,0.6476
