time_ms,ax,ay,az,gx,gy,gz
2927171.0,0.6871,3.0119,10.003,-0.0314,0.1463,-0.0005
2927181.0,0.6823,2.8587,10.1251,-0.0367,0.1415,-0.0064
2927191.0,0.6895,2.7916,10.1682,-0.0266,0.1346,-0.0202
2927201.0,0.6297,2.9042,10.1466,-0.0043,0.1293,-0.0383
2927211.0,0.6704,3.122,10.0963,0.0096,0.1219,-0.0537
2927221.0,0.6297,3.3615,9.9503,0.0027,0.1128,-0.0569
2927231.0,0.6728,3.3567,10.0197,-0.0202,0.1139,-0.0458
2927241.0,0.6967,3.2896,9.9695,-0.0362,0.1144,-0.0325
2927251.0,0.6584,3.1627,10.0772,-0.0553,0.1181,-0.0234
2927261.0,0.6273,3.0694,10.1323,-0.0527,0.1139,-0.0202
2927271.0,0.5722,2.9664,10.1682,-0.0399,0.1022,-0.0213
2927281.0,0.6273,2.9401,10.058,-0.0133,0.0963,-0.0303
2927291.0,0.6345,2.9856,10.058,-0.0101,0.091,-0.0442
2927301.0,0.6273,3.1125,9.9982,-0.0085,0.091,-0.0569
2927311.0,0.6177,3.3303,9.9527,-0.0154,0.0851,-0.0639
2927321.0,0.5459,3.4788,9.9359,-0.042,0.0734,-0.0575
2927331.0,0.5004,3.4931,9.8952,-0.0479,0.0708,-0.0351
2927341.0,0.4884,3.383,9.8474,-0.0394,0.075,-0.008
2927351.0,0.5363,3.1795,9.809,-0.0303,0.0851,0.0096
2927361.0,0.5171,3.0119,9.8402,-0.008,0.1064,0.0144
2927371.0,0.5004,2.8922,9.9096,0.0181,0.1314,0.0085
2927381.0,0.5195,2.8395,9.9575,0.0378,0.1463,-0.0048
2927391.0,0.5746,2.9066,10.0293,0.0394,0.1463,-0.0277
2927401.0,0.5219,3.0406,10.0868,0.0245,0.132,-0.0468
2927411.0,0.4573,3.201,10.1059,0.0037,0.1006,-0.0543
2927421.0,0.4884,3.2465,9.9383,-0.0106,0.066,-0.0516
2927431.0,0.5291,3.2346,9.7659,-0.0357,0.0431,-0.0458
2927441.0,0.5578,3.1747,9.663,-0.0527,0.0511,-0.042
2927451.0,0.5866,3.0981,9.6941,-0.0484,0.0772,-0.042
2927461.0,0.5578,3.0622,9.7588,-0.0303,0.1027,-0.0452
2927471.0,0.5339,3.0119,9.8474,-0.0106,0.1245,-0.0495
2927481.0,0.5531,3.0311,9.9264,0.0085,0.1346,-0.0559
2927491.0,0.5315,3.0765,9.9623,0.0192,0.1304,-0.0654
2927501.0,0.5076,3.158,9.9359,0.0197,0.1155,-0.0697
2927511.0,0.5626,3.1699,9.9072,0.0181,0.1011,-0.0729
2927521.0,0.4741,3.2872,9.6654,0.0085,0.0952,-0.0766
2927531.0,0.4501,3.3016,9.7755,-0.0069,0.1112,-0.0766
2927541.0,0.4669,3.2825,9.7851,0.0101,0.1394,-0.0702
2927551.0,0.4262,3.1915,9.9575,0.0197,0.1596,-0.0676
2927561.0,0.4693,3.1915,10.0437,0.0271,0.1596,-0.0713
2927571.0,0.4334,3.2274,10.149,0.0229,0.1469,-0.0782
2927581.0,0.3879,3.2657,10.2017,0.0133,0.1123,-0.0841
2927591.0,0.4501,3.3423,10.058,-0.0043,0.0734,-0.0883
2927601.0,0.4525,3.3854,9.8881,-0.0277,0.0532,-0.0937
2927611.0,0.4381,3.3998,9.8043,-0.0325,0.0623,-0.0926
2927621.0,0.4525,3.4285,9.8043,-0.0202,0.0899,-0.0899
2927631.0,0.3926,3.4812,9.8641,0.0021,0.1208,-0.0835
2927641.0,0.3831,3.4261,10.0102,0.0208,0.1485,-0.0724
2927651.0,0.3903,3.3806,10.0868,0.0293,0.1485,-0.066
2927661.0,0.3974,3.3208,10.161,0.0074,0.1219,-0.0729
2927671.0,0.3472,3.3184,10.149,-0.025,0.083,-0.0825
2927681.0,0.3974,3.3423,10.0437,-0.0436,0.0458,-0.0905
2927691.0,0.4788,3.3902,9.8019,-0.0527,0.017,-0.0984
2927701.0,0.5148,3.4213,9.5936,-0.0543,0.0176,-0.1027
2927711.0,0.4717,3.4884,9.4523,-0.0388,0.05,-0.0995
2927721.0,0.4405,3.5027,9.3374,-0.0202,0.0921,-0.091
2927731.0,0.4286,3.4668,9.3637,-0.0149,0.1298,-0.0793
2927741.0,0.4908,3.3806,9.4379,-0.0223,0.1639,-0.0729
2927751.0,0.4764,3.2585,9.6606,-0.0527,0.1772,-0.075
2927761.0,0.4597,3.2202,9.8067,-0.0782,0.1607,-0.0862
2927771.0,0.4334,3.2705,9.8186,-0.0899,0.1357,-0.0984
2927781.0,0.419,3.3471,9.6702,-0.0788,0.1171,-0.107
2927791.0,0.3998,3.4644,9.5816,-0.058,0.1181,-0.1112
2927801.0,0.3591,3.5913,9.4427,-0.0362,0.1453,-0.108
2927811.0,0.3208,3.6488,9.5026,-0.0186,0.1846,-0.0963
2927821.0,0.2969,3.5602,9.7037,-0.0064,0.2198,-0.083
2927831.0,0.2466,3.4931,9.8833,0.0,0.2325,-0.0793
2927841.0,0.1915,3.4788,10.0844,0.0101,0.2256,-0.0772
2927851.0,0.1748,3.553,10.1251,0.0234,0.2038,-0.0772
2927861.0,0.1413,3.6727,10.1035,0.0192,0.1666,-0.0766
2927871.0,0.1149,3.7326,10.0149,0.0,0.1304,-0.0692
2927881.0,0.1676,3.7613,9.9623,-0.017,0.1059,-0.0601
2927891.0,0.1556,3.8379,9.8186,-0.0112,0.1059,-0.0506
2927901.0,0.146,3.881,9.7803,0.0016,0.124,-0.033
2927911.0,0.1317,3.881,9.7899,0.0032,0.1394,-0.016
2927921.0,0.103,3.7781,9.8976,-0.0069,0.1543,0.0032
2927931.0,0.0766,3.6464,10.0102,-0.0255,0.1527,0.017
2927941.0,0.0599,3.5171,10.173,-0.0548,0.1261,0.0213
2927951.0,0.1125,3.4644,10.149,-0.0639,0.0873,0.0202
2927961.0,0.1149,3.474,10.07,-0.0633,0.0511,0.0133
2927971.0,0.182,3.565,9.8857,-0.0591,0.0303,0.0101
2927981.0,0.1987,3.6799,9.7612,-0.058,0.0287,0.0106
2927991.0,0.1269,3.723,9.6343,-0.0612,0.0415,0.0213
2928001.0,0.1221,3.6488,9.6558,-0.0654,0.0623,0.0383
2928011.0,0.1437,3.4381,9.6845,-0.0585,0.0819,0.0527
2928021.0,0.1365,3.3064,9.7205,-0.0479,0.0926,0.0564
2928031.0,0.1676,3.225,9.7516,-0.025,0.1022,0.0527
2928041.0,0.1748,3.213,9.6893,-0.0112,0.1112,0.0404
2928051.0,0.1891,3.2202,9.6534,-0.0144,0.1155,0.0234
2928061.0,0.1939,3.2585,9.6774,-0.0261,0.1235,0.0106
2928071.0,0.1508,3.2801,9.6606,-0.0372,0.1341,-0.0005
2928081.0,0.1317,3.3088,9.7899,-0.0479,0.1378,-0.009
2928091.0,0.1317,3.2777,9.8689,-0.0463,0.1389,-0.0128
2928101.0,0.1389,3.2465,9.7899,-0.0394,0.1309,-0.0154
2928111.0,0.1987,3.1412,9.8521,-0.0436,0.1266,-0.0197
2928121.0,0.2011,3.1747,9.7803,-0.0335,0.1346,-0.0303
2928131.0,0.1963,3.237,9.8713,-0.0186,0.1522,-0.0442
2928141.0,0.1676,3.2825,9.9599,0.0059,0.1644,-0.0516
2928151.0,0.1676,3.4261,9.9742,0.0255,0.1618,-0.058
2928161.0,0.067,3.5314,10.0221,0.017,0.1548,-0.0633
2928171.0,0.0,3.6176,10.1131,0.0154,0.1479,-0.0575
2928181.0,-0.0287,3.6105,10.1299,0.0144,0.133,-0.0484
2928191.0,-0.0144,3.5865,10.1107,0.0165,0.1101,-0.0415
2928201.0,-0.0359,3.5123,10.058,-0.0069,0.0819,-0.0426
2928211.0,-0.0527,3.5458,9.9623,-0.0351,0.0495,-0.0474
