time_ms,ax,ay,az,gx,gy,gz
1230551.0,-0.0622,0.3496,9.5098,0.2852,-0.8828,1.1414
1230561.0,0.2753,-0.2346,8.4252,0.1304,-0.7944,1.0286
1230571.0,0.6847,-0.1604,7.9703,-0.2395,-0.7231,0.8195
1230581.0,1.1205,0.2945,7.7309,-0.704,-0.7178,0.6024
1230591.0,1.6065,1.0151,7.3287,-1.1611,-0.7247,0.4459
1230601.0,1.7214,1.5945,7.2209,-1.5633,-0.6747,0.3884
1230611.0,1.3958,1.9561,7.4915,-1.7932,-0.5454,0.448
1230621.0,0.8523,2.1428,8.5305,-1.7501,-0.3427,0.6194
1230631.0,0.1293,1.9249,10.5393,-1.3026,-0.0585,0.9136
1230641.0,-0.1628,1.0175,11.734,-0.4848,0.1623,1.3143
1230651.0,0.2251,-0.7135,11.6406,0.2203,0.1139,1.6676
1230661.0,1.2953,-2.4301,9.7683,0.5752,-0.0974,1.8358
1230671.0,2.2745,-3.9289,7.9152,0.5247,-0.1447,1.7725
1230681.0,2.4325,-4.616,7.0725,0.157,-0.009,1.5123
1230691.0,2.1763,-4.7238,7.6734,-0.3581,0.1341,1.151
1230701.0,1.7789,-4.3934,8.7867,-0.7093,0.2293,0.8104
1230711.0,1.5921,-3.9911,9.4834,-0.7843,0.2373,0.5545
1230721.0,1.1684,-3.4333,9.3565,-0.6556,0.2155,0.3746
1230731.0,0.7254,-2.9018,8.4803,-0.4033,0.306,0.2746
1230741.0,0.5626,-2.5977,7.75,-0.2634,0.497,0.207
1230751.0,0.5626,-2.6049,8.4587,-0.3278,0.6955,0.1261
1230761.0,0.6991,-2.4565,9.7468,-0.2708,0.9131,0.0527
1230771.0,0.7614,-1.9561,10.7308,-0.1389,1.0174,-0.0138
1230781.0,0.3855,-1.336,11.4299,-0.0607,0.9546,-0.0484
1230791.0,-0.3807,-0.6153,11.5472,0.0474,0.8657,-0.0287
1230801.0,-0.7542,-0.2562,12.0045,0.2006,0.8647,0.0447
1230811.0,-1.2043,0.0814,12.2823,0.3932,0.8812,0.1469
1230821.0,-1.4102,-0.2993,12.7874,0.5076,0.7732,0.2522
1230831.0,-1.2594,-0.7111,12.2032,0.6385,0.6188,0.3187
1230841.0,-0.6393,-1.4461,11.8465,0.6508,0.514,0.3076
1230851.0,-0.1197,-1.81,11.4323,0.5805,0.4225,0.2033
1230861.0,0.2298,-1.5395,10.7978,0.4826,0.3278,0.0458
1230871.0,-0.1484,-0.6967,10.1754,0.3783,0.2831,-0.0926
1230881.0,-0.4405,0.1149,9.8689,0.3358,0.306,-0.1415
1230891.0,-0.6871,0.68,9.5744,0.3709,0.3666,-0.0931
1230901.0,-0.9337,0.8643,9.912,0.4789,0.4629,0.0149
1230911.0,-1.0199,0.9457,9.244,0.6981,0.5571,0.1634
1230921.0,-0.7661,0.1915,8.7149,0.6715,0.555,0.2735
1230931.0,-0.2298,-0.972,8.8514,0.6087,0.6518,0.3001
1230941.0,0.0838,-1.64,9.3422,0.6694,0.8636,0.2283
1230951.0,0.0934,-1.9417,10.908,0.7402,1.0206,0.0734
1230961.0,-0.2203,-1.4054,11.7938,0.9445,1.0312,-0.1064
1230971.0,-0.905,-0.4812,12.6845,1.209,0.9892,-0.248
1230981.0,-2.1069,0.5387,12.706,1.5703,0.9237,-0.2969
1230991.0,-2.3487,0.826,12.4714,1.7602,0.7641,-0.29
1231001.0,-2.059,0.5052,11.7196,1.815,0.6231,-0.282
1231011.0,-1.8675,0.1053,10.726,1.6607,0.5225,-0.3512
1231021.0,-1.4413,-0.091,10.1921,1.2568,0.4204,-0.5316
1231031.0,-1.482,0.4357,9.7659,0.8535,0.3996,-0.7774
1231041.0,-2.0566,2.0183,8.521,0.4145,0.3539,-1.0307
1231051.0,-1.9656,3.8595,8.2217,-0.0463,0.4746,-1.1866
1231061.0,-2.7797,5.7892,8.7867,-0.339,0.8562,-1.1291
