time_ms,ax,ay,az,gx,gy,gz
1754111.0,1.0175,0.814,10.3286,-0.0628,0.1245,-0.0053
1754121.0,0.9577,0.8739,10.4746,-0.0596,0.1336,0.0
1754131.0,0.9242,0.8667,10.5345,-0.0527,0.1277,0.0096
1754141.0,0.984,0.8404,10.5273,-0.0346,0.1224,0.0213
1754151.0,0.9242,0.8116,10.5441,-0.0213,0.1224,0.0303
1754161.0,0.9529,0.7422,10.5273,-0.0277,0.1107,0.0346
1754171.0,0.972,0.644,10.6207,-0.0357,0.1048,0.0319
1754181.0,0.9098,0.6464,10.6757,-0.0378,0.1006,0.0239
1754191.0,0.917,0.6393,10.6805,-0.042,0.0867,0.0176
1754201.0,0.8882,0.644,10.659,-0.0511,0.0718,0.0096
1754211.0,0.8882,0.644,10.659,-0.0511,0.0718,0.0096
1754221.0,0.8835,0.7877,10.6757,-0.0537,0.0649,0.0053
1754231.0,0.893,0.8284,10.7571,-0.0639,0.0559,0.0074
1754241.0,0.8906,0.8452,10.7093,-0.075,0.0346,0.0144
1754251.0,0.9361,0.8164,10.659,-0.0825,0.017,0.025
1754261.0,0.9768,0.7398,10.635,-0.0809,0.0048,0.0367
1754271.0,0.9984,0.5842,10.5034,-0.0931,-0.0176,0.0399
1754281.0,1.0487,0.407,10.4387,-0.0995,-0.0261,0.0341
1754291.0,1.0511,0.3687,10.2855,-0.0798,-0.0069,0.0229
1754301.0,1.0463,0.3591,10.2592,-0.0686,0.016,0.0074
1754311.0,1.0295,0.4429,10.2424,-0.0548,0.0436,-0.0069
1754321.0,1.0199,0.5626,10.3046,-0.0399,0.0745,-0.0165
1754331.0,0.984,0.6608,10.4244,-0.0255,0.0979,-0.0197
1754341.0,0.9816,0.7159,10.5321,-0.0255,0.0984,-0.0154
1754351.0,0.9984,0.7278,10.6111,-0.0287,0.0851,-0.0085
1754361.0,1.0056,0.735,10.6015,-0.0335,0.0654,-0.0027
1754371.0,1.0151,0.7207,10.4962,-0.0479,0.0426,0.0
1754381.0,0.9984,0.7278,10.4339,-0.0713,0.0266,-0.0021
1754391.0,0.9744,0.7973,10.4459,-0.1006,0.0186,-0.0048
1754401.0,0.9218,0.8068,10.5345,-0.1282,0.0096,-0.0043
1754411.0,0.9457,0.723,10.5752,-0.1293,-0.0096,0.0059
1754421.0,0.9625,0.5555,10.4986,-0.0974,-0.0202,0.0165
1754431.0,0.996,0.4956,10.2017,-0.0644,-0.016,0.0133
1754441.0,1.0487,0.4429,10.1035,-0.0628,-0.0053,0.0005
1754451.0,1.0319,0.4788,10.1035,-0.0708,0.016,-0.0192
1754461.0,1.0295,0.5387,10.1682,-0.0803,0.0271,-0.0372
1754471.0,0.972,0.735,10.1562,-0.0734,0.0367,-0.0468
1754481.0,0.9457,0.9313,10.1299,-0.0692,0.0458,-0.0452
1754491.0,0.9649,0.9744,10.1682,-0.0734,0.0537,-0.0325
1754501.0,0.9505,0.9553,10.1897,-0.0761,0.0644,-0.0154
1754511.0,0.9313,0.8691,10.1514,-0.0692,0.0713,0.0021
1754521.0,0.9266,0.7254,10.1634,-0.0543,0.0793,0.0133
1754531.0,0.9601,0.759,10.0676,-0.0378,0.099,0.0154
1754541.0,0.9457,0.8595,10.1586,-0.0506,0.1181,0.0085
1754551.0,0.9337,0.8835,10.3573,-0.0889,0.1213,0.0048
1754561.0,0.9098,0.8954,10.4363,-0.1101,0.1048,0.0144
1754571.0,0.9673,0.8308,10.3741,-0.1,0.0862,0.0293
1754581.0,1.0032,0.7781,10.2208,-0.0835,0.0766,0.0394
1754591.0,1.0223,0.6823,10.07,-0.0968,0.0686,0.0442
1754601.0,1.0846,0.4956,10.0963,-0.1112,0.0825,0.0474
1754611.0,1.0774,0.4453,9.9144,-0.0915,0.1133,0.0426
1754621.0,1.087,0.4381,9.9,-0.0883,0.1469,0.0303
1754631.0,1.0463,0.5626,10.0173,-0.0889,0.1958,0.0165
1754641.0,1.0127,0.735,10.2065,-0.0857,0.2373,0.0133
1754651.0,0.8547,0.7733,10.3118,-0.0926,0.2384,0.0218
1754661.0,0.9313,0.5315,10.4339,-0.0841,0.2389,0.0415
1754671.0,0.8188,0.2825,10.6303,0.0053,0.3086,0.0564
1754681.0,0.7063,0.2394,10.8601,0.0607,0.3283,0.0426
1754691.0,0.6536,0.4166,11.0301,0.0676,0.3108,0.0176
1754701.0,0.6105,0.4884,11.2767,0.0463,0.3017,-0.0005
1754711.0,0.4334,0.5794,11.7148,0.0133,0.265,-0.017
1754721.0,0.4094,0.668,11.8657,-0.0133,0.1889,-0.0277
1754731.0,0.3519,0.7494,11.734,-0.049,0.1059,-0.0319
1754741.0,0.3615,0.826,11.9016,-0.1309,0.0601,-0.0468
1754751.0,0.2538,0.929,12.2128,-0.2251,-0.0154,-0.058
1754761.0,0.2849,0.996,12.2679,-0.2889,-0.133,-0.0569
1754771.0,0.2562,0.9577,12.1434,-0.3161,-0.2166,-0.041
1754781.0,0.2729,0.9816,12.1362,-0.3331,-0.2788,-0.0277
1754791.0,0.2873,1.0151,12.208,-0.34,-0.3374,-0.0128
1754801.0,0.3304,0.9026,12.4259,-0.3544,-0.4044,0.009
1754811.0,0.3903,0.8236,12.3804,-0.3555,-0.5103,0.0298
1754821.0,0.5483,0.7566,12.2368,-0.3336,-0.6119,0.0495
1754831.0,0.5986,0.668,11.8705,-0.3028,-0.7013,0.074
1754841.0,0.8547,0.3974,11.5664,-0.2847,-0.7774,0.091
1754851.0,1.0032,0.3256,11.2097,-0.2166,-0.7934,0.0984
1754861.0,1.1325,0.3472,10.975,-0.1623,-0.7902,0.1
1754871.0,1.3503,0.3304,10.6326,-0.1341,-0.8019,0.1075
1754881.0,1.482,0.1508,10.4315,-0.0968,-0.7998,0.1176
